id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
9500,0.41,GemEx,VVS2,M,Excellent,,,4.87x4.91x2.94,Excellent,Canada,Round,Excellent,59.0,1,665.44
9501,1.86,AGSL,VS2,G, ,62.6,,7.78x7.83x4.89,Very good,Australia,Princess,Excellent,,2,0.0
9502,2.58,AGSL,VVS2,F,Good,57.4,,9.14x9.21x5.26,Very good,South Africa,Radiant,Good,58.0,4,0.0
9503,2.79,AGSL,SI1,G,Excellent,62.5,,8.93x8.97x5.59,Excellent,Australia,Marquise,Excellent,57.0,2,0.0
9504,1.25,AGSL,SI2,J,Excellent,63.1,,6.89x6.85x4.33,Excellent,Botswana,Cushion,Excellent,,2,0.0
9505,0.43,AGSL,VS1,H,Excellent,61.6,,4.87x4.84x2.99,Excellent,Australia,Round,Excellent,57.0,1,0.0
9506,0.43,AGSL,VS2,J,Excellent,61.9,,4.87x4.82x3,Excellent,Canada,Round,Excellent,58.0,1,804.54
9507,2.01,,SI2,H,Excellent,,,8.12x8.17x4.98,Excellent,Russia,Princess,Excellent,,2,0.0
9508,2.01,AGSL,SI1,H,Excellent,62.3,False,8.03x8.08x5.02,Excellent,Russia,Princess,Excellent,59.0,2,0.0
9509,1.36,AGSL,VS2,L,Excellent,58.0,False,7.05x7.21x4.14,Good,DR Congo,Round,Fair,43.0,3,0.0
9510,1.66,AGSL,VS1,G,Excellent,62.2,False,7.54x7.58x4.7,Excellent,Russia,Round,Excellent,57.0,2,0.0
9511,1.02,AGSL,SI2,H,Very good,,,6.6x6.61x3.9,Excellent,Botswana,Round,Very good,,3,0.0
9512,1.3,AGSL,VS1,F,Very good,60.0,,7.05x7.08x4.24,Very good,Russia,Round,Good,62.0,3,0.0
9513,1.89,AGSL,IF,D,Excellent,62.4,,7.88x7.95x4.94,Excellent,DR Congo,Round,Excellent,,2,0.0
9514,1.89,AGSL,SI1,I,Excellent,59.8,,8.03x8.06x4.81,Excellent,South Africa,Princess,Excellent,60.0,2,0.0
9515,3.06,AGSL,SI2,H,Very good,62.2,,9.24x9.3x5.77,Excellent,Australia,Round,Very good,,2,0.0
9516,5.06,AGSL,SI2,K,Very good,63.9,,10.74x10.84x6.9,Excellent,Canada,Round,Very good,,2,0.0
9517,0.63,AGSL,SI2,F,Excellent,61.3,False,5.52x5.47x3.37,Excellent,Russia,Round,Excellent,59.0,2,2140.15
9518,0.63,AGSL,VS1,E,Good,59.8,,5.52x5.59x3.32,Good,Russia,Round,Good,,1,3175.47
9519,0.43,AGSL,SI1,D,Very good,59.3,,4.98x4.95x2.95,Very good,Australia,Pear,Very good,60.0,1,0.0
9520,0.43,AGSL,SI1,H,Very good,,False,5.01x4.97x2.95,Very good,Other/Unknown,Oval,Excellent,62.0,1,0.0
9521,0.43,AGSL,VS2,E,Very good,58.2,,4.92x4.96x2.87,Very good,Russia,Round,Good,,1,0.0
9522,1.77,AGSL,VS1,F,Excellent,62.5,,7.68x7.73x4.82,Excellent,Russia,Round,Excellent,58.0,2,0.0
9523,3.51,AGSL,SI1,I,Excellent,,False,9.92x9.94x5.89,Excellent,DR Congo,Oval,Excellent,60.0,2,0.0
9524,0.61,,SI1,D,Excellent,62.6,,5.42x5.45x3.4,Excellent,Botswana,Round,Excellent,56.0,1,0.0
9525,1.76,AGSL,VVS1,J,Excellent,,,7.76x7.79x4.77,Excellent,Canada,Emerald,Excellent,,4,0.0
9526,1.05,GemEx,SI2,H,Excellent,62.0,,6.5x6.47x4.02,Excellent,DR Congo,Round,Excellent,,1,0.0
9527,0.8,AGSL,SI1,D,Very good,63.5,,5.83x5.81x3.68,Excellent,Botswana,Round,Excellent,56.0,1,0.0
9528,0.8,,SI1,E,Very good,,,5.96x5.93x3.66,Very good,Angola,Round,Very good,,1,0.0
9529,0.8,GemEx,VS1,F,Excellent,,,6x5.96x3.65,Very good,Russia,ROUND,Excellent,,1,0.0
9530,2.04,AGSL,SI1,J,Excellent,62.3,,8.12x8.09x5.05,Excellent,Botswana,Radiant,Excellent,56.0,2,0.0
9531,0.62,,SI1,E,Excellent,61.9,,5.48x5.49x3.4,Excellent,Russia,Round,Excellent,,1,0.0
9532,0.62,AGSL,SI1,F,Very good,61.4,,5.42x5.45x3.34,Very good,DR Congo,Round,Excellent,57.0,1,0.0
9533,1.85,AGSL,SI1,F,Excellent,62.3,,7.8x7.83x4.87,Excellent,Russia,Emerald,Excellent,56.0,2,0.0
9534,1.85,AGSL,VS2,D,Excellent,62.4,,7.8x7.85x4.88,Excellent,Canada,Round,Excellent,56.0,2,0.0
9535,1.85,AGSL,VS1,E,Excellent,62.4,,7.81x7.85x4.88,Excellent,Russia,Emerald,Excellent,59.0,2,0.0
9536,1.85,AGSL,I1,H,Good,59.5,,7.89x7.99x4.72,Good,Botswana,Round,Good,66.0,2,9719.81
9537,2.31,AGSL,SI2,J,Excellent,62.3,,8.41x8.45x5.25,Excellent,Australia,Emerald,Excellent,57.0,2,0.0
9538,0.8,GemEx,SI1,F,Excellent,62.9,,5.92x5.9x3.72,Excellent,DR Congo,Round,Excellent,55.0,1,0.0
9539,0.52,AGSL,SI2,F,Excellent,63.1,False,5.1x5.13x3.23,Excellent,Angola,Marquise,Excellent,54.0,1,1496.18
9540,3.02,AGSL,SI2,D,Excellent,62.9,,9.19x9.27x5.8,Excellent,Canada,Round,Very good,55.0,2,0.0
9541,3.02,AGSL,VS1,G,Excellent,61.1,,9.31x9.33x5.69,Excellent,Canada,Round,Excellent,,2,0.0
9542,3.02,AGSL,VS2,H,Excellent,62.0,,9.23x9.27x5.73,Excellent,Canada,Round,Excellent,,2,0.0
9543,0.7,AGSL,VS1,I,Very good,63.2,,5.55x5.62x3.53,Very good,Botswana,Round,Very good,56.0,2,0.0
9544,0.79,AGSL,VS2,F,Excellent,62.9,,5.9x5.84x3.69,Excellent,Zimbabwe,Round,Excellent,58.0,1,0.0
9545,1.75,AGSL,VS2,H,Excellent,61.5,,7.7x7.75x4.75,Excellent,South Africa,Asscher,Excellent,58.0,2,0.0
9546,1.75,AGSL,SI1,I,Excellent,,False,7.67x7.71x4.79,Excellent,Russia,Asscher,Excellent,,4,0.0
9547,1.75,AGSL,VS2,H,Excellent,60.5,,7.78x7.82x4.72,Excellent,South Africa,Round,Excellent,,2,0.0
9548,0.61,AGSL,VS2,J,Excellent,,,5.56x5.54x3.29,Excellent,Botswana,Round,Very good,,1,0.0
9549,0.61,AGSL,VS2,I,Very good,63.6,,5.31x5.35x3.39,Excellent,South Africa,Pear,Excellent,56.0,1,0.0
9550,0.79,AGSL,VS2,D,Excellent,61.6,False,5.92x5.98x3.67,Very good,Botswana,Marquise,Very good,58.0,3,0.0
9551,0.79,AGSL,SI1,F,Very good,57.9,,6.07x6.16x3.54,Very good,Botswana,Round,Good,59.0,1,0.0
9552,1.2,AGSL,SI2,E,Excellent,62.2,,6.74x6.79x4.21,Excellent,Botswana,Round,Very good,60.0,2,0.0
9553,1.2,AGSL,SI2,I,Very good,62.9,True,6.69x6.72x4.22,Excellent,DR Congo,Round,Very good,57.0,2,0.0
9554,0.5,AGSL,SI1,H,Good,61.5,,5.02x5.04x3.09,Good,DR Congo,Round,Good,,1,0.0
9555,0.5,GemEx,VS2,E,Good,62.0,,5.07x5.1x3.15,Very good,Other/Unknown,Round,Very good,,2,0.0
9556,0.5,AGSL,SI1,K,Very good,61.7,,5.07x5.08x3.13,Excellent,Russia,Emerald,Very good,60.0,1,0.0
9557,0.5,AGSL,SI2,G,Excellent,61.2,,5.11x5.09x3.12,Excellent,Botswana,Emerald,Excellent,58.0,1,0.0
9558,0.5,AGSL,SI2,D,Very good,62.4,,5.1x5.08x3.18,Excellent,Russia,Radiant,Excellent,52.0,1,0.0
9559,0.5,AGSL,VS2,H,Very good,62.5,,5.03x5.07x3.16,Very good,Botswana,Round,Very good,,1,0.0
9560,3.29,AGSL,SI1,G,Excellent,61.4,,9.55x9.59x5.87,Excellent,Russia,Princess,Excellent,58.0,2,0.0
9561,1.81,AGSL,SI1,G,Excellent,62.2,,7.75x7.85x4.84,Excellent,Botswana,ROUND,Excellent,59.0,3,0.0
9562,1.81,AGSL,VS1,E,Excellent,59.9,,7.9x7.94x4.75,Excellent,Russia,Emerald,Excellent,60.0,2,0.0
9563,0.78,AGSL,SI2,D,Very good,62.5,,5.82x5.88x3.66,Excellent,Botswana,Round,Very good,,1,0.0
9564,1.0,AGSL,VS2,G,Excellent,,,6.46x6.4x3.98,Very good,Canada,Radiant,Very good,,2,0.0
9565,0.79,AGSL,SI2,H,Very good,59.1,,6.03x6x3.56,Excellent,Australia,Round,Excellent,63.0,1,0.0
9566,3.03,AGSL,SI2,H,Excellent,61.8,False,9.24x9.26x5.72,Excellent,Other/Unknown,Emerald,Excellent,60.0,2,0.0
9567,3.03,GemEx,I1,K,Good,65.8,,8.9x8.92x5.86,Very good,DR Congo,Round,Excellent,61.0,4,0.0
9568,1.01,AGSL,VS2,H,Very good,62.8,,6.38x6.33x3.99,Excellent,DR Congo,Marquise,Excellent,59.0,2,0.0
9569,1.01,AGSL,SI2,H,Good,64.1,,6.27x6.23x4.01,Excellent,Russia,Pear,Very good,59.0,1,4657.17
9570,1.01,AGSL,SI2,G,Excellent,62.5,,6.43x6.38x4,Excellent,South Africa,Pear,Excellent,58.0,2,0.0
9571,1.01,AGSL,SI1,F,Very good,63.3,False,6.35x6.31x4.01,Excellent,Angola,Princess,Good,58.0,2,7164.3
9572,1.01,AGSL,SI2,G,Excellent,62.5,,6.4x6.42x4.01,Very good,Russia,Oval,Excellent,57.0,2,6122.87
9573,2.42,GemEx,VS2,E,Excellent,62.9,,8.52x8.59x5.38,Excellent,Russia,Oval,Excellent,57.0,2,0.0
9574,0.91,AGSL,I1,E,Good,62.8,,6.03x6.13x3.82,Excellent,DR Congo,Pear,Very good,61.0,2,0.0
9575,2.41,AGSL,SI2,H,Excellent,61.5,,8.53x8.57x5.26,Excellent,Russia,Asscher,Excellent,60.0,2,0.0
9576,0.9,AGSL,VS2,E,Very good,62.7,,6.1x6.18x3.85,Very good,South Africa,Princess,Good,61.0,1,0.0
9577,0.9,AGSL,SI2,D,Good,64.6,,5.99x6.01x3.88,Very good,Botswana,Round,Excellent,,2,0.0
9578,0.9,AGSL,SI2,E,Very good,62.6,,6.13x6.14x3.84,Excellent,DR Congo,Round,Excellent,57.0,2,0.0
9579,0.9,AGSL,SI2,G,Very good,64.0,,6.05x6.1x3.88,Excellent,Other/Unknown,Oval ,Very good,54.0,1,0.0
9580,2.09,AGSL,SI2,J,Excellent,59.8,,8.32x8.36x4.98,Excellent,Botswana,Emerald,Excellent,59.0,3,0.0
9581,1.2,AGSL,SI1,H,Very good,,False,6.75x6.68x4.23,Very good,Botswana,Round,Very good,59.0,2,0.0
9582,2.01,AGSL,SI1,I,Excellent,62.0,,8.02x8.07x4.99,Excellent,Botswana,Round,Excellent,,2,0.0
9583,2.01,AGSL,VVS2,I,Very good,58.8,,8.23x8.34x4.87,Very good,Russia,Round,Very good,63.0,4,0.0
9584,2.01,AGSL,VS1,H,Excellent,61.2,,8.09x8.12x4.96,Excellent,Botswana,Round,Excellent,57.0,4,0.0
9585,2.01,AGSL,SI1,H,Excellent,61.4,,8.08x8.13x4.97,Excellent,Other/Unknown,Round,Excellent,57.0,2,0.0
9586,2.01,AGSL,SI2,I,Excellent,62.1,,8.07x8.1x5.02,Excellent,Australia,Round,Excellent,57.0,3,0.0
9587,2.01,AGSL,SI2,F,Excellent,60.0,,8.2x8.24x4.93,Excellent,Russia,Round,Excellent,58.0,2,0.0
9588,2.01,AGSL,VS1,D,Excellent,60.5,,8.15x8.24x4.96,Excellent,DR Congo,Round,Very good,58.0,2,0.0
9589,2.01,AGSL,SI2,F,Excellent,61.4,,8.08x8.12x4.98,Excellent,Russia,Round,Excellent,,2,0.0
9590,2.01,AGSL,SI1,I,Very good,59.7,,8.26x8.3x4.94,Very good,South Africa,Round,Excellent,60.0,2,0.0
9591,2.01,AGSL,SI1,H,Excellent,60.3,,8.09x8.12x4.89,Excellent,Canada,Oval ,Excellent,60.0,4,0.0
9592,2.01,AGSL,SI2,F,Excellent,61.2,,8.01x8.12x4.94,Excellent,Russia,Round,Very good,,2,0.0
9593,2.01,AGSL,SI1,D,Very good,61.4,,8.09x8.15x4.99,Excellent,Russia,Princess,Excellent,,2,0.0
9594,1.9,AGSL,SI2,J,Excellent,60.2,False,7.96x7.99x4.8,Excellent,Russia,Round,Excellent,60.0,4,0.0
9595,1.9,AGSL,VS2,I,Excellent,60.8,,7.96x7.97x4.84,Excellent,Other/Unknown,Round,Excellent,60.0,4,0.0
9596,1.5,AGSL,SI1,G,Very good,61.7,,7.3x7.35x4.52,Very good,Angola,Round,Very good,,2,0.0
9597,1.5,AGSL,SI1,H,Very good,60.0,,7.43x7.47x4.47,Excellent,Canada,Marquise,Very good,58.0,3,0.0
9598,1.5,AGSL,SI1,F,Very good,64.5,,7.14x7.2x4.62,Excellent,Australia,Round,Very good,55.0,2,0.0
9599,2.51,AGSL,SI2,H,Very good,60.6,,8.72x8.78x5.3,Very good,South Africa,Round,Very good,59.0,2,0.0
9600,1.8,AGSL,VS1,G,Excellent,62.8,,7.71x7.75x4.86,Excellent,Russia,Round,Excellent,57.0,4,0.0
9601,1.8,AGSL,SI1,D,Excellent,62.8,False,7.74x7.79x4.87,Excellent,Australia,Round,Excellent,58.0,4,0.0
9602,0.6,AGSL,SI1,J,Excellent,63.1,,5.35x5.38x3.39,Excellent,Botswana,Radiant,Very good,55.0,1,0.0
9603,0.6,AGSL,SI2,H,Very good,63.6,,5.35x5.39x3.41,Excellent,Russia,Princess,Very good,56.0,1,0.0
9604,1.41,AGSL,VS2,J,Excellent,62.1,,7.18x7.15x4.46,Excellent,Australia,Round,Excellent,56.0,3,8396.67
9605,1.41,AGSL,IF,D,Excellent,,,7.29x7.24x4.4,Excellent,DR Congo,Round,Excellent,,2,0.0
9606,1.42,GemEx,VS2,E,Very good,61.3,,7.16x7.29x4.43,Very good,Botswana,Emerald,Good,,3,0.0
9607,1.04,,SI1,G,Excellent,62.3,,6.42x6.48x4.02,Excellent,Canada,Round,Very good,58.0,2,0.0
9608,1.5,AGSL,SI2,G,Very good,,False,7.21x7.19x4.58,Excellent,Russia,Round,Very good,,4,0.0
9609,1.71,AGSL,VS2,H,Excellent,59.7,,7.8x7.84x4.67,Excellent,Russia,Round,Excellent,60.0,3,0.0
9610,1.71,AGSL,SI1,K,Excellent,59.7,,7.76x7.79x4.64,Excellent,Australia,Marquise,Excellent,,3,0.0
9611,1.63,AGSL,VS2,F,Excellent,,,7.5x7.56x4.69,Excellent,Zimbabwe,Princess,Excellent,57.0,3,0.0
9612,1.63,AGSL,VS2,J,Excellent,62.9,,7.43x7.5x4.69,Excellent,Russia,Round,Excellent,58.0,3,0.0
9613,1.63,AGSL,VVS2,D,Excellent,60.5,,7.62x7.66x4.62,Excellent,Canada,Round,Excellent,,2,0.0
9614,1.62,AGSL,SI2,I,Excellent,,True,7.47x7.48x4.71,Excellent,Angola,Emerald,Excellent,,2,0.0
9615,1.19,AGSL,SI1,J,Excellent,62.1,,6.77x6.81x4.22,Excellent,Russia,Round,Excellent,57.0,2,6642.42
9616,1.19,GemEx,SI2,H,Excellent,60.6,,6.85x6.9x4.17,Excellent,Russia,Round,Excellent,58.0,3,7203.42
9617,1.7,AGSL,SI1,F,Very good,62.8,,7.59x7.62x4.78,Excellent,Botswana,Round,Excellent,57.0,3,0.0
9618,1.7,AGSL,VS1,H,Excellent,62.7,,7.58x7.64x4.77,Excellent,Angola,Round,Excellent,58.0,4,0.0
9619,2.34,AGSL,SI1,F,Excellent,61.4,,8.53x8.57x5.25,Excellent,Angola,Round,Excellent,58.0,2,0.0
9620,1.54,,SI2,F,Excellent,59.7,,7.52x7.55x4.5,Excellent,DR Congo,Radiant,Excellent,,3,0.0
9621,1.53,AGSL,SI1,J,Excellent,60.7,,7.41x7.44x4.51,Excellent,Zimbabwe,Radiant,Excellent,59.0,2,0.0
9622,1.57,AGSL,SI1,H,Excellent,62.1,,7.42x7.45x4.62,Excellent,South Africa,Round,Excellent,58.0,3,0.0
9623,2.33,,SI2,G,Excellent,61.9,,8.48x8.51x5.26,Excellent,Australia,Round,Excellent,56.0,2,0.0
9624,1.5,AGSL,VVS2,F,Excellent,62.5,,7.32x7.36x4.59,Excellent,Russia,Round,Very good,,2,0.0
9625,1.5,GemEx,VS2,F,Excellent,62.7,,7.28x7.33x4.58,Excellent,Canada,Round,Excellent,56.0,4,0.0
9626,0.9,AGSL,SI1,H,Excellent,,,6.19x6.24x3.78,Excellent,Botswana,Oval,Very good,,1,0.0
9627,0.9,AGSL,SI1,H,Excellent,61.2,,6.19x6.21x3.8,Excellent,Botswana,Round,Excellent,59.0,3,0.0
9628,0.9,AGSL,SI1,G,Excellent,61.4,,6.17x6.21x3.81,Excellent,Australia,Marquise,Excellent,,3,5806.06
9629,0.9,AGSL,VS1,J,Excellent,61.7,,6.16x6.2x3.82,Excellent,Botswana,Round,Excellent,59.0,2,0.0
9630,0.9,AGSL,VS2,F,Excellent,61.8,,6.19x6.21x3.83,Excellent,Canada,Round,Excellent,59.0,2,7381.24
9631,0.9,AGSL,VS1,J,Excellent,61.9,,6.15x6.19x3.82,Excellent,Russia,Round,Excellent,59.0,2,0.0
9632,0.9,AGSL,VS1,E,Very good,62.0,,6.13x6.15x3.81,Excellent,Angola,Round,Excellent,59.0,4,0.0
9633,0.9,GemEx,SI2,D,Excellent,62.1,False,6.13x6.19x3.82,Very good,DR Congo,Round,Very good,59.0,4,0.0
9634,0.9,AGSL,VS1,E,Very good,,,6.11x6.16x3.82,Very good,Russia,Round,Very good,,4,0.0
9635,0.9,AGSL,VS1,G,Excellent,62.4,,6.15x6.18x3.85,Excellent,Russia,Cushion,Excellent,59.0,2,0.0
9636,0.9,AGSL,SI1,D,Excellent,62.6,,6.14x6.18x3.85,Very good,Botswana,Marquis,Very good,59.0,4,0.0
9637,0.77,AGSL,VVS1,F,Very good,60.9,,5.9x5.98x3.62,Excellent,DR Congo,Round,Very good,,3,0.0
9638,2.55,,SI1,J,Excellent,62.4,,8.7x8.74x5.44,Excellent,Canada,Oval,Excellent,58.0,2,0.0
9639,2.55,AGSL,VS2,L,Excellent,,,8.63x8.7x5.41,Excellent,Australia,Round,Excellent,,2,0.0
9640,2.02,AGSL,VS2,D,Excellent,62.2,False,8.04x8.08x5.01,Excellent,Russia,Round,Excellent,58.0,2,0.0
9641,2.02,AGSL,SI2,F,Excellent,,,8.02x8.08x5,Very good,Russia,Princess,Very good,,3,0.0
9642,2.02,AGSL,SI1,I,Very good,62.3,,8.06x8.12x5.04,Excellent,Russia,Oval ,Excellent,,2,0.0
9643,2.02,AGSL,VS2,D,Excellent,60.5,,8.14x8.19x4.94,Excellent,Russia,Round,Excellent,,2,0.0
9644,2.01,AGSL,SI1,K,Excellent,60.2,,8.14x8.19x4.91,Excellent,Botswana,Round,Excellent,59.0,3,0.0
9645,2.01,AGSL,SI2,H,Excellent,61.6,,8.01x8.11x4.97,Excellent,Russia,Round,Very good,59.0,4,0.0
9646,2.01,AGSL,SI1,J,Excellent,61.6,,8.08x8.12x4.99,Excellent,Botswana,Oval,Excellent,,3,0.0
9647,2.01,AGSL,SI2,E,Excellent,61.9,,8.06x8.09x5,Excellent,Canada,Round,Excellent,,2,0.0
9648,2.01,AGSL,SI1,J,Excellent,,,8.07x8.09x5.01,Excellent,Angola,Round,Excellent,59.0,3,0.0
9649,3.01,AGSL,SI1,E,Excellent,62.0,,9.22x9.27x5.73,Excellent,DR Congo,Round,Excellent,57.0,2,0.0
9650,3.01,GemEx,SI2,F,Excellent,62.0,False,9.23x9.27x5.73,Excellent,South Africa,Radiant,Excellent,,2,0.0
9651,3.01,AGSL,SI2,J,Very good,63.5,,9.06x9.14x5.78,Excellent,South Africa,Princess,Excellent,,2,0.0
9652,2.43,AGSL,SI2,E,Excellent,62.1,,8.56x8.6x5.33,Excellent,Angola,Round,Excellent,57.0,4,0.0
9653,3.01,AGSL,SI1,G,Excellent,60.0,,9.38x9.42x5.64,Excellent,Russia,Radiant,Excellent,58.0,2,0.0
9654,3.01,GemEx,VS2,G,Excellent,62.5,,9.18x9.2x5.75,Excellent,Australia,Radiant,Very good,58.0,2,0.0
9655,2.11,AGSL,VS2,E,Excellent,60.1,,8.31x8.34x5,Excellent,Angola,Round,Excellent,59.0,2,0.0
9656,1.72,AGSL,SI1,I,Very good,59.7,,7.79x7.7x4.62,Very good,Botswana,Oval,Good,,2,0.0
9657,1.78,AGSL,VS2,G,Good,,,8.12x8.05x4.62,Very good,DR Congo,Radiant,Good,62.0,4,0.0
9658,2.02,AGSL,SI2,H,Excellent,60.3,,8.17x8.16x4.92,Excellent,Russia,Round,Excellent,60.0,4,0.0
9659,0.6,AGSL,SI1,H,Very good,63.4,,5.33x5.35x3.38,Very good,Botswana,Round,Very good,56.0,1,0.0
9660,0.6,AGSL,VS1,F,Good,60.5,,5.37x5.41x3.26,Very good,Botswana,Round,Very good,62.0,1,0.0
9661,2.04,AGSL,IF,M,Very good,62.4,,8.09x8.05x5.04,Excellent,Russia,Round,Excellent,,2,0.0
9662,1.5,,SI2,E,Excellent,,,7.3x7.26x4.54,Excellent,Angola,Marquise,Excellent,58.0,4,0.0
9663,1.5,AGSL,VS2,E,Very good,63.9,,7.24x7.26x4.64,Excellent,Russia,Radiant,Excellent,56.0,4,0.0
9664,1.5,AGSL,SI1,G,Very good,62.4,,7.26x7.22x4.52,Excellent,Australia,Round,Excellent,57.0,2,0.0
9665,2.21,AGSL,SI2,D,Good,,,8.28x8.25x5.15,Very good,Australia,Princess,Good,64.0,4,0.0
9666,2.41,,I1,J,Very good,59.8,,8.67x8.59x5.16,Very good,Canada,Round,Good,64.0,2,0.0
9667,1.8,AGSL,SI2,D,Excellent,,,7.88x7.91x4.78,Excellent,Russia,Round,Excellent,59.0,2,0.0
9668,1.8,AGSL,SI1,I,Excellent,61.5,,7.79x7.83x4.81,Excellent,Canada,Emerald,Excellent,59.0,3,0.0
9669,1.8,AGSL,VS1,F,Excellent,,,7.74x7.79x4.83,Excellent,Australia,Emerald,Excellent,59.0,2,0.0
9670,1.8,AGSL,VS1,G,Excellent,62.7,,7.71x7.76x4.85,Excellent,Russia,Round,Excellent,59.0,2,0.0
9671,1.71,AGSL,SI2,H,Excellent,,,7.59x7.63x4.74,Excellent,Australia,Round,Excellent,58.0,4,0.0
9672,1.82,AGSL,VS1,I,Excellent,,,7.93x7.96x4.78,Excellent,Botswana,Round,Excellent,60.0,4,0.0
9673,1.35,AGSL,SI1,G,Excellent,62.7,,7.02x7.05x4.42,Excellent,Botswana,Princess,Excellent,,2,0.0
9674,1.35,AGSL,SI1,D,Excellent,,,7.07x7.11x4.41,Excellent,South Africa,Oval,Excellent,,2,0.0
9675,1.35,AGSL,VS1,I,Excellent,62.4,,7.04x7.07x4.4,Excellent,Angola,Asscher,Excellent,,2,0.0
9676,1.35,AGSL,VS2,I,Excellent,62.4,,7.04x7.06x4.4,Excellent,DR Congo,Cushion,Excellent,56.0,2,0.0
9677,1.35,AGSL,SI2,J,Excellent,62.0,,7.05x7.08x4.38,Excellent,South Africa,Radiant,Excellent,57.0,2,0.0
9678,3.04,,VS2,E,Excellent,62.0,,9.31x9.35x5.78,Excellent,Russia,Round,Excellent,56.0,2,0.0
9679,1.16,AGSL,VS1,H,Excellent,62.5,,6.72x6.75x4.21,Excellent,Botswana,Radiant,Excellent,57.0,2,0.0
9680,1.16,AGSL,SI2,E,Excellent,,,6.8x6.84x4.15,Excellent,Australia,Radiant,Excellent,58.0,2,8624.37
9681,1.16,AGSL,IF,F,Excellent,61.6,False,6.75x6.8x4.18,Excellent,Botswana,Princess,Excellent,,3,0.0
9682,10.05,AGSL,VS2,K,Very good,63.6,False,13.95x13.77x8.81,Excellent,Canada,Round,Very good,,2,0.0
9683,1.72,,SI1,G,Excellent,62.4,,7.63x7.69x4.78,Excellent,DR Congo,Round,Excellent,57.0,3,0.0
9684,1.72,AGSL,VS1,D,Excellent,,False,7.61x7.64x4.78,Excellent,Botswana,Round,Excellent,,2,0.0
9685,1.72,AGSL,VS2,G,Excellent,,,7.66x7.69x4.75,Excellent,Botswana,Round,Excellent,58.0,2,0.0
9686,1.72,AGSL,VS2,E,Excellent,62.3,,7.63x7.65x4.76,Excellent,Other/Unknown,Round,Excellent,58.0,2,0.0
9687,0.75,AGSL,VS1,N,Fair,66.4,False,5.51x5.59x3.69,Good,Australia,Oval,Good,,1,0.0
9688,1.71,AGSL,SI1,H,Excellent,62.6,,7.61x7.65x4.77,Excellent,Russia,Round,Excellent,58.0,2,0.0
9689,1.55,AGSL,SI1,E,Excellent,,,7.39x7.41x4.59,Excellent,South Africa,Round,Excellent,,4,0.0
9690,1.55,AGSL,SI1,J,Excellent,60.0,,7.5x7.54x4.51,Excellent,Angola,Emerald,Excellent,59.0,2,0.0
9691,1.55,AGSL,SI1,G,Excellent,61.3,,7.41x7.45x4.55,Excellent,Russia,Round,Very good,59.0,2,0.0
9692,1.71,AGSL,SI1,J,Very good,,,7.48x7.56x4.73,Excellent,Russia,Round,Very good,60.0,2,0.0
9693,1.83,AGSL,SI1,H,Excellent,62.0,,7.83x7.86x4.86,Excellent,Russia,Round,Excellent,,3,0.0
9694,1.83,AGSL,SI2,F,Very good,60.4,,7.87x7.93x4.77,Excellent,Russia,Oval,Very good,65.0,2,17739.78
9695,1.23,AGSL,VS1,H,Very good,61.5,,6.92x6.96x4.27,Very good,Angola,Round,Very good,59.0,4,0.0
9696,1.23,GemEx,SI2,I,Very good,62.5,False,6.81x6.84x4.27,Very good,Russia,Round,Very good,,2,0.0
9697,1.27,AGSL,VS2,D,Very good,,,7.15x7.17x4.16,Excellent,Angola,Asscher,Excellent,,2,0.0
9698,1.27,AGSL,SI1,I,Very good,62.7,,6.9x6.87x4.32,Excellent,DR Congo,Round,Excellent,57.0,2,0.0
9699,1.71,GemEx,VS2,H,Excellent,60.9,,7.69x7.72x4.69,Excellent,Russia,Round,Excellent,,2,0.0
9700,1.71,AGSL,SI1,H,Excellent,62.1,,7.64x7.66x4.75,Excellent,Russia,Round,Excellent,57.0,2,0.0
9701,2.36,AGSL,I1,G,Good,,,8.34x8.56x5.26,Excellent,Zimbabwe,Pear,Good,,2,0.0
9702,0.86,AGSL,VS1,G,Good,60.1,,6.16x6.23x3.72,Very good,Russia,Oval,Good,65.0,2,5576.12
9703,1.14,AGSL,SI1,E,Excellent,61.9,,6.68x6.73x4.15,Excellent,DR Congo,Round,Excellent,57.0,3,0.0
9704,1.14,AGSL,SI1,J,Excellent,61.1,,6.74x6.76x4.12,Excellent,Botswana,Round,Excellent,58.0,4,0.0
9705,1.14,AGSL,IF,G,Excellent,,False,6.79x6.81x4.1,Excellent,Australia,Emerald,Excellent,,2,14754.62
9706,1.03,AGSL,VS1,E,Excellent,,,6.65x6.7x3.9,Excellent,South Africa,Princess,Excellent,,3,0.0
9707,1.03,AGSL,VVS2,J,Very good,58.4,,6.62x6.66x3.88,Excellent,Russia,Round,Very good,59.0,2,6091.15
9708,1.03,AGSL,SI2,E,Excellent,,,6.46x6.49x4.01,Excellent,Russia,Round,Very good,,2,7482.81
9709,1.04,AGSL,SI1,E,Excellent,61.1,False,6.55x6.58x4.02,Excellent,Russia,Round,Excellent,,4,0.0
9710,1.04,AGSL,IF,D,Excellent,,,6.59x6.62x3.98,Excellent,Australia,Marquise,Excellent,58.0,4,0.0
9711,1.04,,SI2,E,Excellent,61.6,,6.53x6.55x4.03,Excellent,Botswana,Princess,Excellent,58.0,2,0.0
